Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
20353,Cc1ccc(-c2oc3cccc4c5c(-c6ccc(C)cc6)c(=NS(=O)(=O)C(F)(F)F)oc6cccc(c2c34)c65)cc1,ClC(Cl)Cl,470.0,577.0,5.4,0.93,,,,,,571.10651378,10.1021/acs.orglett.5b02042
20354,COc1ccc(-c2oc3cccc4c5c(-c6ccc(OC)cc6)c(=NS(=O)(=O)C(F)(F)F)oc6cccc(c2c34)c65)cc1,ClC(Cl)Cl,480.0,612.0,5.1,0.96,,,,,,603.0963430199998,10.1021/acs.orglett.5b02042
20355,COc1ccc(-c2oc3cccc4c5c(-c6ccc(OC)c(OC)c6)c(=NS(=O)(=O)C(F)(F)F)oc6cccc(c2c34)c65)cc1OC,ClC(Cl)Cl,485.0,613.0,4.4,0.1,,4276.1,2609.9,101.7,98.7,663.117472388,10.1021/acs.orglett.5b02042
20356,Cc1ccc(C(=O)N=c2oc3cccc4c5c(-c6ccccc6)oc6cccc(c(c2-c2ccccc2)c34)c65)cc1,ClC(Cl)Cl,385.0,535.0,2.1,0.17,,,,,,529.167793596,10.1021/acs.orglett.5b02042
20357,Cc1ccc(S(=O)(=O)N=c2oc3cccc4c5c(-c6ccccc6)oc6cccc(c(c2-c2ccccc2)c34)c65)cc1,ClC(Cl)Cl,445.0,560.0,3.4,0.64,,,,,,565.134779216,10.1021/acs.orglett.5b02042
20358,O=S(=O)(N=c1oc2cccc3c4c(-c5ccccc5)oc5cccc(c(c1-c1ccccc1)c23)c54)C(F)(F)F,CCCCCC,458.0,535.0,3.8,0.7,4.352183,,3531.0,,102.0,543.075213652,10.1021/acs.orglett.5b02042
20359,O=S(=O)(N=c1oc2cccc3c4c(-c5ccccc5)oc5cccc(c(c1-c1ccccc1)c23)c54)C(F)(F)F,ClCCl,463.0,569.0,6.2,0.94,4.491362,,2585.5,,84.2,543.075213652,10.1021/acs.orglett.5b02042
20360,O=S(=O)(N=c1oc2cccc3c4c(-c5ccccc5)oc5cccc(c(c1-c1ccccc1)c23)c54)C(F)(F)F,CO,456.0,582.0,7.5,0.78,4.477121,,2538.1,,86.4,543.075213652,10.1021/acs.orglett.5b02042
20361,O=S(=O)(N=c1oc2cccc3c4c(-c5ccccc5)oc5cccc(c(c1-c1ccccc1)c23)c54)C(F)(F)F,CS(C)=O,463.0,596.0,6.6,0.6,4.491362,,2435.2,,87.0,543.075213652,10.1021/acs.orglett.5b02042
20362,O=S(=O)(N=c1oc2cccc3c4c(-c5ccccc5)oc5cccc(c(c1-c1ccccc1)c23)c54)C(F)(F)F,O,,601.0,2.3,0.05,,,2551.3,,92.7,543.075213652,10.1021/acs.orglett.5b02042
20363,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc[n+]21,CCCCCC,473.0,516.0,,0.99,4.506505,4525.4,2941.6,102.4,78.8,293.09358416000003,10.1021/ol503379c
20364,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc[n+]21,Cc1ccccc1,472.0,520.0,,0.99,4.453318,4453.1,2852.8,100.3,77.6,293.09358416000003,10.1021/ol503379c
20365,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc[n+]21,C1CCOC1,468.0,518.0,,0.99,4.456366,4517.1,2900.9,100.1,78.3,293.09358416000003,10.1021/ol503379c
20366,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc[n+]21,CC#N,460.0,514.0,,0.99,4.450249,4566.4,2997.6,97.7,79.7,293.09358416000003,10.1021/ol503379c
20367,Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CCCCCC,464.0,494.0,,0.99,4.519828,3908.6,2827.9,84.8,69.3,307.109234224,10.1021/ol503379c
20368,Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,Cc1ccccc1,475.0,498.0,,0.99,4.457882,3932.3,2923.3,89.5,72.9,307.109234224,10.1021/ol503379c
20369,Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,C1CCOC1,472.0,496.0,,0.99,4.465383,3963.7,2831.5,89.1,70.0,307.109234224,10.1021/ol503379c
20370,Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CC#N,465.0,495.0,,0.99,4.471292,4047.5,2804.7,88.3,69.1,307.109234224,10.1021/ol503379c
20371,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc(Cl)[n+]21,CCCCCC,481.0,498.0,,0.99,4.546543,3865.1,2795.5,90.2,69.7,327.05461180800006,10.1021/ol503379c
20372,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc(Cl)[n+]21,Cc1ccccc1,481.0,503.0,,0.99,4.511883,3835.7,2730.9,89.5,69.4,327.05461180800006,10.1021/ol503379c
20373,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc(Cl)[n+]21,C1CCOC1,476.0,503.0,,0.99,4.488551,3928.0,2812.1,89.8,71.5,327.05461180800006,10.1021/ol503379c
20374,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc(Cl)[n+]21,CC#N,470.0,502.0,,0.99,4.523746,3952.3,2892.9,88.1,73.3,327.05461180800006,10.1021/ol503379c
20375,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2ccc3ccccc3[n+]21,CCCCCC,490.0,502.0,,0.63,4.511883,3387.7,2454.3,81.9,62.1,343.10923422400003,10.1021/ol503379c
20376,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2ccc3ccccc3[n+]21,Cc1ccccc1,490.0,511.0,,0.99,4.575188,3437.2,2628.6,83.1,68.9,343.10923422400003,10.1021/ol503379c
20377,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2ccc3ccccc3[n+]21,C1CCOC1,486.0,508.0,,0.98,4.636488,3545.0,2710.1,84.4,70.3,343.10923422400003,10.1021/ol503379c
20378,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2ccc3ccccc3[n+]21,CC#N,481.0,505.0,,0.99,4.562293,3580.0,2854.3,83.4,73.2,343.10923422400003,10.1021/ol503379c
20379,Cc1csc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CCCCCC,477.0,488.0,,0.99,4.447158,4666.4,2973.4,107.5,71.2,313.06565516,10.1021/ol503379c
20380,Cc1csc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,Cc1ccccc1,479.0,502.0,,0.99,4.423246,4576.3,3079.9,106.3,78.1,313.06565516,10.1021/ol503379c
20381,Cc1csc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,C1CCOC1,476.0,500.0,,0.83,4.394452,4839.6,3090.9,111.1,77.7,313.06565516,10.1021/ol503379c
20382,Cc1csc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CC#N,470.0,499.0,,0.78,4.40654,4943.7,3172.1,110.7,79.5,313.06565516,10.1021/ol503379c
20383,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2sc3ccccc3[n+]21,CCCCCC,481.0,493.0,,0.87,4.453318,4660.9,3304.2,109.2,80.8,349.06565516,10.1021/ol503379c
20384,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2sc3ccccc3[n+]21,Cc1ccccc1,482.0,504.0,,0.76,4.445604,4881.3,3330.7,115.0,85.2,349.06565516,10.1021/ol503379c
20385,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2sc3ccccc3[n+]21,C1CCOC1,479.0,501.0,,0.89,4.429752,4772.9,3342.3,111.0,84.5,349.06565516,10.1021/ol503379c
20386,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2sc3ccccc3[n+]21,CC#N,472.0,500.0,,0.97,4.429752,4926.1,3363.9,111.2,84.7,349.06565516,10.1021/ol503379c
20387,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=N1,CCCCCC,485.0,504.0,,0.87,4.586587,4388.7,3136.1,104.4,80.2,405.128255416,10.1021/ol503379c
20388,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=N1,Cc1ccccc1,486.0,506.0,,0.86,4.507856,4519.3,3036.6,108.0,78.2,405.128255416,10.1021/ol503379c
20389,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=N1,C1CCOC1,482.0,504.0,,0.85,4.521138,4741.0,3042.1,111.6,77.7,405.128255416,10.1021/ol503379c
20390,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=N1,CC#N,476.0,502.0,,0.93,4.501059,4824.9,3162.9,110.8,80.2,405.128255416,10.1021/ol503379c
20391,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4c(Br)ccc2c43)=N1,CCCCCC,490.0,516.0,,0.68,4.632457,4707.9,2895.8,114.6,77.5,483.03876748400006,10.1021/ol503379c
20392,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4c(Br)ccc2c43)=N1,Cc1ccccc1,498.0,524.0,,0.64,4.578639,4636.3,2908.5,116.5,80.3,483.03876748400006,10.1021/ol503379c
20393,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4c(Br)ccc2c43)=N1,C1CCOC1,494.0,520.0,,0.63,4.642465,4788.6,2919.3,118.5,79.4,483.03876748400006,10.1021/ol503379c
20394,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4c(Br)ccc2c43)=N1,CC#N,488.0,519.0,,0.64,4.491362,4908.2,2965.3,118.6,80.3,483.03876748400006,10.1021/ol503379c
20395,N#CC1=c2c3cccc4cccc(c43)n2[B-](F)(F)[n+]2ccccc21,CCCCCC,516.0,530.0,,0.75,4.684845,2031.8,2023.6,54.2,57.0,317.09358416,10.1021/ol503379c
20396,N#CC1=c2c3cccc4cccc(c43)n2[B-](F)(F)[n+]2ccccc21,Cc1ccccc1,517.0,535.0,,0.75,4.579784,2295.0,2159.3,61.6,62.0,317.09358416,10.1021/ol503379c
20397,N#CC1=c2c3cccc4cccc(c43)n2[B-](F)(F)[n+]2ccccc21,C1CCOC1,512.0,530.0,,0.86,4.568202,2422.3,2129.8,63.7,60.0,317.09358416,10.1021/ol503379c
20398,N#CC1=c2c3cccc4cccc(c43)n2[B-](F)(F)[n+]2ccccc21,CC#N,506.0,527.0,,0.96,4.570543,2569.9,2181.6,66.1,60.8,317.09358416,10.1021/ol503379c
20399,N#CC1=c2c3cccc4c(Br)ccc(c43)n2[B-](F)(F)[n+]2ccccc21,CCCCCC,528.0,545.0,,0.4,,3165.5,2145.4,88.9,63.9,395.0040962280001,10.1021/ol503379c
20400,N#CC1=c2c3cccc4c(Br)ccc(c43)n2[B-](F)(F)[n+]2ccccc21,Cc1ccccc1,529.0,550.0,,0.63,4.549003,2432.4,2163.1,68.4,65.7,395.0040962280001,10.1021/ol503379c
20401,N#CC1=c2c3cccc4c(Br)ccc(c43)n2[B-](F)(F)[n+]2ccccc21,C1CCOC1,523.0,545.0,,0.65,4.5302,3169.1,2218.2,87.3,66.1,395.0040962280001,10.1021/ol503379c
20402,N#CC1=c2c3cccc4c(Br)ccc(c43)n2[B-](F)(F)[n+]2ccccc21,CC#N,516.0,541.0,,0.76,4.494155,3287.1,2203.7,88.2,64.7,395.0040962280001,10.1021/ol503379c
20403,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=C1C#N,ClCCl,524.0,543.0,6.0,0.7,4.60206,3257.9,2228.2,90.1,65.9,429.128255416,10.1021/ol503379c
20404,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=C1C#N,CCCCCC,529.0,538.0,,0.68,4.745075,2230.5,2085.5,62.6,60.6,429.128255416,10.1021/ol503379c
20405,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=C1C#N,Cc1ccccc1,529.0,545.0,,0.69,4.623249,2456.2,2223.2,69.0,66.3,429.128255416,10.1021/ol503379c
20406,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=C1C#N,C1CCOC1,525.0,543.0,,0.67,4.627366,3343.5,2220.5,92.9,65.7,429.128255416,10.1021/ol503379c
20407,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=C1C#N,CC#N,519.0,540.0,,0.74,4.609594,3397.0,2228.7,92.2,65.2,429.128255416,10.1021/ol503379c
20408,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4c(Br)ccc2c43)=C1C#N,ClCCl,538.0,560.0,6.0,0.6,4.652246,3324.9,2202.0,97.0,69.3,507.03876748400006,10.1021/ol503379c
20409,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4c(Br)ccc2c43)=C1C#N,CCCCCC,542.0,558.0,,0.56,4.691965,3143.9,2159.9,93.0,67.5,507.03876748400006,10.1021/ol503379c
20410,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4c(Br)ccc2c43)=C1C#N,Cc1ccccc1,543.0,563.0,,0.58,4.643453,2496.9,2133.0,74.0,67.9,507.03876748400006,10.1021/ol503379c
20411,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4c(Br)ccc2c43)=C1C#N,C1CCOC1,539.0,563.0,,0.58,4.650308,3390.8,2196.2,99.3,69.9,507.03876748400006,10.1021/ol503379c
20412,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4c(Br)ccc2c43)=C1C#N,CC#N,532.0,558.0,,0.59,4.636488,3469.5,2268.1,99.0,70.9,507.03876748400006,10.1021/ol503379c
20413,CCCCCCCCCCCCNc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,ClCCl,497.0,522.0,2.5,0.25,4.450249,5199.9,2916.9,130.6,79.9,476.29228396,10.1021/ol503379c
20414,CCCCCCCCCCCCNc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CCCCCC,496.0,509.0,,0.58,4.517196,4345.6,2619.9,108.2,68.2,476.29228396,10.1021/ol503379c
20415,CCCCCCCCCCCCNc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,Cc1ccccc1,500.0,529.0,,0.36,4.454845,4767.8,2540.9,120.9,71.4,476.29228396,10.1021/ol503379c
20416,CCCCCCCCCCCCNc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,C1CCOC1,498.0,523.0,,0.18,4.448706,5275.9,3137.7,133.1,86.4,476.29228396,10.1021/ol503379c
20417,CCCCCCCCCCCCNc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CC#N,493.0,519.0,,0.12,4.421604,5568.6,3253.4,137.9,88.3,476.29228396,10.1021/ol503379c
20418,OCCSc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,ClCCl,482.0,501.0,7.3,0.99,4.418301,3882.4,2854.9,91.0,72.0,369.091869908,10.1021/ol503379c
20419,OCCSc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CCCCCC,484.0,497.0,,0.91,4.332438,3804.4,2560.7,89.9,63.5,369.091869908,10.1021/ol503379c
20420,OCCSc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,Cc1ccccc1,487.0,505.0,,0.83,4.332438,3736.2,2605.3,89.4,66.7,369.091869908,10.1021/ol503379c
20421,OCCSc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,C1CCOC1,485.0,505.0,,0.86,4.39794,3724.2,2737.3,88.3,70.1,369.091869908,10.1021/ol503379c
20422,OCCSc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CC#N,480.0,502.0,,0.87,4.390935,3828.2,2919.4,89.0,74.0,369.091869908,10.1021/ol503379c
20423,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc[n+]21,ClCCl,466.0,518.0,,0.99,4.419956,4435.3,2903.2,97.4,78.3,293.09358416000003,10.1021/ol503379c
20424,Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,ClCCl,470.0,498.0,,0.99,4.456366,3992.8,3166.4,89.0,79.0,307.109234224,10.1021/ol503379c
20425,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc(Cl)[n+]21,ClCCl,476.0,501.0,,0.99,4.499687,3891.1,2979.0,88.9,75.2,327.05461180800006,10.1021/ol503379c
20426,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2ccc3ccccc3[n+]21,ClCCl,486.0,506.0,,0.99,4.593286,3529.8,2738.1,84.0,70.4,343.10923422400003,10.1021/ol503379c
20427,Cc1csc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,ClCCl,475.0,500.0,,0.95,4.40654,4892.4,3396.5,111.9,85.5,313.06565516,10.1021/ol503379c
20428,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2sc3ccccc3[n+]21,ClCCl,478.0,502.0,,0.85,4.478566,4851.8,3367.9,112.4,85.5,349.06565516,10.1021/ol503379c
20429,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=N1,ClCCl,482.0,505.0,,0.86,4.522444,4673.0,3063.8,110.0,78.6,405.128255416,10.1021/ol503379c
20430,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4c(Br)ccc2c43)=N1,ClCCl,494.0,523.0,,0.71,4.535294,4675.8,2851.3,115.6,78.4,483.03876748400006,10.1021/ol503379c
20431,N#CC1=c2c3cccc4cccc(c43)n2[B-](F)(F)[n+]2c1sc1ccccc12,ClCCl,511.0,530.0,,0.88,4.558709,2497.0,2154.0,65.5,60.7,373.06565516,10.1021/ol503379c
20432,N#CC1=c2c3cccc4cccc(c43)n2[B-](F)(F)[n+]2c1sc1ccccc12,CCCCCC,516.0,530.0,,0.75,4.684845,2321.1,2004.2,62.0,56.5,373.06565516,10.1021/ol503379c
20433,N#CC1=c2c3cccc4cccc(c43)n2[B-](F)(F)[n+]2c1sc1ccccc12,Cc1ccccc1,517.0,535.0,,0.75,4.579784,2456.7,2149.5,65.9,61.7,373.06565516,10.1021/ol503379c
20434,N#CC1=c2c3cccc4cccc(c43)n2[B-](F)(F)[n+]2c1sc1ccccc12,C1CCOC1,512.0,530.0,,0.86,4.568202,2487.1,2107.4,65.5,59.4,373.06565516,10.1021/ol503379c
20435,N#CC1=c2c3cccc4cccc(c43)n2[B-](F)(F)[n+]2c1sc1ccccc12,CC#N,506.0,527.0,,0.96,4.570543,3151.4,2178.4,81.2,60.7,373.06565516,10.1021/ol503379c
20436,N#CC1=c2c3cccc4c(Br)ccc(c43)n2[B-](F)(F)[n+]2c1sc1ccccc12,ClCCl,523.0,546.0,,0.67,4.535294,3200.1,2593.1,88.1,77.7,450.9761672280001,10.1021/ol503379c
20437,N#CC1=c2c3cccc4c(Br)ccc(c43)n2[B-](F)(F)[n+]2c1sc1ccccc12,CCCCCC,528.0,545.0,,0.4,,3154.7,2477.9,88.6,73.9,450.9761672280001,10.1021/ol503379c
20438,N#CC1=c2c3cccc4c(Br)ccc(c43)n2[B-](F)(F)[n+]2c1sc1ccccc12,Cc1ccccc1,529.0,550.0,,0.63,4.549003,2547.6,2515.6,71.6,76.5,450.9761672280001,10.1021/ol503379c
20439,N#CC1=c2c3cccc4c(Br)ccc(c43)n2[B-](F)(F)[n+]2c1sc1ccccc12,C1CCOC1,523.0,545.0,,0.65,4.5302,3204.3,2587.8,88.3,77.2,450.9761672280001,10.1021/ol503379c
20440,N#CC1=c2c3cccc4c(Br)ccc(c43)n2[B-](F)(F)[n+]2c1sc1ccccc12,CC#N,516.0,541.0,,0.76,4.494155,3269.3,2578.7,87.7,75.8,450.9761672280001,10.1021/ol503379c
20441,CCCCCCCCCCCNc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,ClCCl,497.0,522.0,,0.25,4.450249,5248.1,2954.1,131.9,81.0,462.276633896,10.1021/ol503379c
20442,CCCCCCCCCCCNc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CCCCCC,496.0,509.0,,0.58,4.517196,4364.0,2619.7,108.6,68.2,462.276633896,10.1021/ol503379c
20443,CCCCCCCCCCCNc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,Cc1ccccc1,500.0,529.0,,0.36,4.454845,4730.7,2537.3,119.9,71.3,462.276633896,10.1021/ol503379c
20444,CCCCCCCCCCCNc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,C1CCOC1,498.0,523.0,,0.18,4.432969,5327.7,3178.7,134.5,87.6,462.276633896,10.1021/ol503379c
20445,CCCCCCCCCCCNc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CC#N,493.0,519.0,,0.12,4.421604,5581.5,3411.2,138.3,92.6,462.276633896,10.1021/ol503379c
20446,c1ccc2nc3c(nc2c1)c1c2n3CCCN2CCCC1,CCCCCC,408.0,470.0,,0.4,,7298.3,3459.1,124.2,76.9,278.153146576,10.1021/ol061827m
20447,c1ccc2nc3c(nc2c1)c1c2n3CCCN2CCCC1,CC#N,419.0,,,,4.093422,,,,,278.153146576,10.1021/ol061827m
20448,c1ccc2nc3c(nc2c1)c1c2n3CCCN2CCCC1,CS(C)=O,441.0,521.0,,0.28,,,,,,278.153146576,10.1021/ol061827m
20449,c1ccc2nc3c(nc2c1)c1c2n3CCCN2CCCC1,CO,,533.0,,0.08,,,,,,278.153146576,10.1021/ol061827m
20450,C1CCN2CCCn3c2c(c2c3=NCCN=2)C1,CCCCCC,352.0,416.0,,0.36,,,,,,230.153146576,10.1021/ol061827m
20451,C1CCN2CCCn3c2c(c2c3=NCCN=2)C1,CC#N,370.0,,,,4.10721,,,,,230.153146576,10.1021/ol061827m
20452,C1CCN2CCCn3c2c(c2c3=NCCN=2)C1,CS(C)=O,,473.0,,0.2,,,,,,230.153146576,10.1021/ol061827m
20453,COC(=O)C1=C(C(=O)OC)C2=CC3c4ccccc4C2([Se]1)c1ccccc13,ClCCl,370.0,494.0,,0.86,3.67,4507.9,3418.6,62.1,84.0,424.021380292,10.1021/ol2013523
20454,COC(=O)C1=C(C(=O)OC)C2=CC3c4ccccc4C2([Se]1)c1ccccc13,COC(=O)C1=C(C(=O)OC)C2=CC3c4ccccc4C2([Se]1)c1ccccc13,,,,0.03,,,,,,424.021380292,10.1021/ol2013523
20455,O=C(O)C1=C(C(=O)O)C2=CC3c4ccccc4C2([Se]1)c1ccccc13,ClCCl,421.0,507.0,,0.38,3.62,,2680.4,,69.2,395.990080164,10.1021/ol2013523
20456,O=C1OC(=O)C2=C1[Se]C13C2=CC(c2ccccc21)c1ccccc13,ClCCl,421.0,517.0,,0.62,3.32,,2579.3,,69.2,377.97951548,10.1021/ol2013523
20457,COC(=O)C1=C(C(=O)OC)C2=CC3c4ccccc4C2(S1)c1ccccc13,ClCCl,359.0,488.0,,1.0,3.87,,,,,376.076929992,10.1021/ol2013523
20458,COC(=O)C1=C(C(=O)OC)C2=CC3c4ccccc4C2(S1)c1ccccc13,COC(=O)C1=C(C(=O)OC)C2=CC3c4ccccc4C2(S1)c1ccccc13,,443.0,,0.3,,,,,,376.076929992,10.1021/ol2013523
20459,O=C(O)C1=C(C(=O)O)C2=CC3c4ccccc4C2(S1)c1ccccc13,ClCCl,410.0,503.0,,0.72,3.61,,,,,348.04562986400003,10.1021/ol2013523
20460,O=C1OC(=O)C2=C1SC13C2=CC(c2ccccc21)c1ccccc13,ClCCl,421.0,514.0,,0.95,3.41,,,,,330.03506518,10.1021/ol2013523
20461,COC(=O)C1=C(C(=O)OC)[Se](=O)C23C1=CC(c1ccccc12)c1ccccc13,ClCCl,341.0,495.0,,0.03,3.2,,,,,440.016294912,10.1021/ol2013523
20462,COC(=O)C1=C(C(=O)OC)C2=CC3c4ccccc4C2(S1)c1ccccc13,CCCCCC,353.0,465.0,,,,,,,,376.076929992,10.1021/ol2013523
20463,COC(=O)C1=C(C(=O)OC)C2=CC3c4ccccc4C2(S1)c1ccccc13,CCOCC,353.0,473.0,,,,,,,,376.076929992,10.1021/ol2013523
20464,COC(=O)C1=C(C(=O)OC)C2=CC3c4ccccc4C2(S1)c1ccccc13,C1CCOC1,355.0,477.0,,,,,,,,376.076929992,10.1021/ol2013523
20465,COC(=O)C1=C(C(=O)OC)C2=CC3c4ccccc4C2(S1)c1ccccc13,c1ccccc1,356.0,477.0,,,,,,,,376.076929992,10.1021/ol2013523
20466,COC(=O)C1=C(C(=O)OC)C2=CC3c4ccccc4C2(S1)c1ccccc13,CC#N,355.0,489.0,,,,,,,,376.076929992,10.1021/ol2013523
20467,COC(=O)C1=C(C(=O)OC)C2=CC3c4ccccc4C2(S1)c1ccccc13,CO,357.0,500.0,,,,,,,,376.076929992,10.1021/ol2013523
20468,CCOC(CN1C(=O)C2=C(c3ccc(OC)c(OC)c3)N(CC(OCC)OCC)C(=O)C2=C1c1ccc(OC)c(OC)c1)OCC,ClC(Cl)Cl,495.0,537.0,,0.9,4.36,,,,,640.299595608,10.1021/ol300674v
20469,CCCCCCCCCCCCOc1ccc(C2=C3C(=O)N(CC(OCC)OCC)C(c4ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c4)=C3C(=O)N2CC(OCC)OCC)cc1OCCCCCCCCCCCC,ClC(Cl)Cl,496.0,541.0,,0.9,4.491362,,,,,1256.988198424,10.1021/ol300674v
20470,CCOC(CN1C(=O)C2=C(c3cccs3)N(CC(OCC)OCC)C(=O)C2=C1c1cccs1)OCC,ClC(Cl)Cl,533.0,560.0,,0.41,4.38,,,,,532.1701787439999,10.1021/ol300674v
20471,CCOC(CN1C(=O)C2=C(c3ccsc3)N(CC(OCC)OCC)C(=O)C2=C1c1ccsc1)OCC,ClC(Cl)Cl,493.0,524.0,,0.9,4.380211,,,,,532.1701787439999,10.1021/ol300674v
20472,CCOC(CN1C(=O)C2=C(c3cc4cc(C(C)(C)C)cc(C(C)(C)C)c4o3)N(CC(OCC)OCC)C(=O)C2=C1c1cc2cc(C(C)(C)C)cc(C(C)(C)C)c2o1)OCC,ClC(Cl)Cl,580.0,593.0,,0.75,4.88,,,,,824.4975671359999,10.1021/ol300674v
20473,CCCCCCCCCCOc1ccc2cc(C3=C4C(=O)N(CC(OCC)OCC)C(c5cc6ccc(OCCCCCCCCCC)cc6o5)=C4C(=O)N3CC(OCC)OCC)oc2c1,ClC(Cl)Cl,595.0,609.0,,0.75,4.92,,,,,912.549996632,10.1021/ol300674v
20474,COc1cc2c(cc1OC)C1=C3C(=O)N4C=Cc5cc(OC)c(OC)cc5C4=C3C(=O)N1C=C2,ClC(Cl)Cl,593.0,600.0,,0.85,5.04,366.3,455.3,12.9,16.4,456.13213636,10.1021/ol300674v
